threshold,sensitivity,specificity,ppv,npv,alert_rate,alerts_per_100_patient_days,true_positives,false_positives,true_negatives,false_negatives
0.6355170201110171,0.5138662316476346,0.9080041999838462,0.3561334087054833,0.9496536577124515,0.1300066142426692,13.000661424266921,630,1139,11242,596
0.6461383746292753,0.48694942903752036,0.9163233987561586,0.3655848132271892,0.9474695172874562,0.12001175865363416,12.001175865363416,597,1036,11345,629
0.6605671895399358,0.466557911908646,0.9252887488894274,0.38209752839011357,0.9459950454170107,0.1100169030645991,11.00169030645991,572,925,11456,654
0.6759464363586586,0.4396411092985318,0.9336079476617397,0.39603232916972814,0.9439000489955904,0.10002204747556405,10.002204747556405,539,822,11559,687
0.6901021782798583,0.4159869494290375,0.9422502221145304,0.4163265306122449,0.9421741237279923,0.090027191886529,9.0027191886529,510,715,11666,716
0.7053983874247571,0.3800978792822186,0.9496809627655278,0.4279155188246097,0.9392874261064068,0.08003233629749394,8.003233629749394,466,623,11758,760
0.7245849803881824,0.3531810766721044,0.9580001615378403,0.45435466946484787,0.9373320689110163,0.07003748070845889,7.003748070845889,433,520,11861,793
0.7440084738504105,0.32137030995106036,0.9658347467894354,0.48225214198286415,0.9349491790461298,0.06004262511942383,6.0042625119423825,394,423,11958,832
0.7676107556836563,0.28548123980424145,0.973265487440433,0.5139500734214391,0.9322296147300015,0.05004776953038877,5.004776953038878,350,331,12050,876
0.7929589462220121,0.24143556280587275,0.9798885388902351,0.5431192660550459,0.928801102434543,0.04005291394135371,4.005291394135371,296,249,12132,930
0.821950137140622,0.19249592169657423,0.98602697681932,0.5770171149144254,0.9249886346416124,0.03005805835231866,3.005805835231866,236,173,12208,990
0.8588490359639923,0.15252854812398042,0.9930538728697197,0.684981684981685,0.9220788960551972,0.020063202763283605,2.0063202763283607,187,86,12295,1039
0.9273190841735086,0.09461663947797716,0.9983038526774897,0.8467153284671532,0.9175946547884187,0.010068347174248548,1.0068347174248549,116,21,12360,1110
